FMID,MarketName,Website,Facebook,Twitter,Youtube,OtherMedia,street,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1018593,Presbyterian Church of the Master Sunday Garden Mart,,,,,,10710 Corby Circle,Omaha,Douglas,Nebraska,68164,06/04/2017 to 10/29/2017,Sun: 9:00 AM-12:00 PM;,,,,,,,-96.078239,41.285137,,Y,N,N,N,N,-,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/6/2017 21:21
1010947,Prescott Farmers Market,http://prescottfarmersmarket.org,https://www.facebook.com/prescottfarmersmarket,https://twitter.com/prescottfarmers,,http://instagram.com/prescottfarmersmarket,1100 E Sheldon Street,Prescott,Yavapai,Arizona,86301,05/07/2016 to 10/29/2016,Sat: 7:30 AM-12:00 PM;,,,,,,,-112.453,34.546291,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,9/14/2016 11:25
1010948,Prescott Farmers Market,http://prescottfarmersmarket.org,http://www.facebook.com/prescottfarmersmarket,http://twitter.com/prescottfarmers,,http://instagram.com/prescottfarmersmarket,930 Division St,Prescott,Yavapai,Arizona,86301,11/07/2015 to 04/30/2016,Sat: 10:00 AM-1:00 PM;,,,,,,,-112.47948,34.557865,,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,9/14/2016 11:25
1002428,Presque Isle Farmers Market,,https://www.facebook.com/pages/Presque-Isle-Farmers-Market/131173776960954,,,,Aroostook Center Mall,Presque Isle,Aroostook,Maine,4769,05/11/2013 to 11/02/2013,Sat: 9:00 AM-1:00 PM;,,,,,,,-68.0093,46.700611,Private business parking lot,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,3/14/2014 15:32
1005921,Preston Farmers Market,,,,,,Twogood Park off Highway 64,Preston,Jackson,Iowa,52069,,,,,,,,,-90.411499,42.058498,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007509,Preston Farmers Market,,,,,,#1 Route 164,Preston,New London,Connecticut,,,,,,,,,,-71.9841,41.488098,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1019149,Price Farmers Market,,https://www.facebook.com/Price-Farmers-Market-217357654964801/,,,,100 N 100 E,Price,Carbon,Utah,84501,07/14/2018 to 10/27/2018,Sat: 9:00 AM-1:00 PM;,,,,,,,-110.80881,39.601078,,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/2/2018 18:09
1003228,Priest River Farmer's and Flea Market,,,,,,1015 Aleni Hwy,Priest River,Bonner,Idaho,83856,,,,,,,,,-116.908,48.184399,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1005681,Primghar Farmers Market,,,,,,Courthouse Square,Primghar,O'Brien,Iowa,51245,,,,,,,,,-95.6269,43.0853,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1019793,Prince George Farmers Market,https://www.princegeorgecountyva.gov/farmersmarket/index.php,https://www.facebook.com/PrinceGeorgeFarmersMarket/,,,,6605 Courts Drive,Prince George,Prince George,Virginia,23875,05/02/2020 to 10/31/2020,Sat: 8:00 AM-12:00 PM;,,,,,,,-77.287346,37.224537,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,Y,3/9/2020 17:04
1006908,Princess Anne Farmers' Market,,,,,,Manokin River Park near Somerset and Broad Streets,Marion Station,Somerset County,Maryland,,,,,,,,,,-75.770798,38.039299,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1012388,Princeton Farmers and Artisans Market,,Princeton Farmers and Artisans Market,,,,67 West Street,Princeton,Washington,Maine,4668,06/02/2016 to 09/29/2016,Thu: 3:00 PM-5:00 PM;,,,,,,,-67.571991,45.221008,,Y,Y,Y,N,Y,-,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,7/10/2016 17:22
1005503,Princeton Farmers Market,,,,,,Corner of Brumfield and Embree,Princeton,Gibson,Indiana,47670,,,,,,,,,-87.575699,38.358898,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1018363,Princeton Farmers Market,http://Pzfarmersmarket.org,Princeton-Zimmerman Farmers' Market ,,,,111 Rum River Drive,Princeton ,Mille Lacs,Minnesota,55371,05/06/2017 to 10/28/2017,Sat: 8:30 AM-12:00 PM;,,,,,,,-93.579971,45.568474,,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/22/2017 20:03
1003027,Princeton Farmers' Market,http://www.princetonfarmersmarket.com,https://www.facebook.com/PFMarket,,,,"Hinds Plaza, 55 Witherspoon St",Princeton,Mercer,New Jersey,8542,05/15/2014 to 11/20/2014,Thu: 11:00 AM-4:00 PM;,12/11/2014 to 04/16/2015,Thu: 11:00 AM-5:00 PM;,,,,,-74.660515,40.351479,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,8/5/2014 16:15
1003763,Princeton Farmers' Market,,https://www.facebook.com/PrincetonFarmersMarket,,,,935 North Main Street,Princeton,Bureau,Illinois,61356,05/24/2014 to 10/25/2014,Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-2:00 PM;,,,,,,,-89.46479,41.384159,Local government building grounds,N,Y,N,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 12:21
1010239,Princeton's Farm to Fork Farmer's Market,,,,,,"400 S. Fulton St., Hwy 23/73",Princeton ,Green Lake,Wisconsin,54968,05/21/2014 to 10/15/2014,Wed: 2:00 PM-6:00 PM;,,,,,,,-89.124069,43.846901,Other,N,N,N,N,N,-,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,5/27/2014 10:50
1003342,Prineville Farmers' Market,,https://www.facebook.com/pages/Prineville-Farmers-Market/123633747675731,,,,Third and Elm Street,Prineville,Crook,Oregon,97754,07/22/2015 to 08/26/2015,Wed: 4:00 PM-7:30 PM;,,,,,,,-120.84223,44.302917,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 16:28
1002501,Printer's Row (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,,,,Dearborn & Polk (36W - 800S) Parking lot,Chicago,Cook,Illinois,60602,,,,,,,,,-87.629204,41.872299,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002923,Proctor Farmers' Market,http://www.proctorfarmersmarket.com,,,,,North 27th between Proctor and Madison,Tacoma,Pierce,Washington,98417,March to December,Sat:9:00 AM - 2:00 PM;,,,,,,,-122.48956,47.27195,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,5/9/2012 10:26
1012609,Produce in the Park,,produceinthepark,,,,10 West 7th Street,Atlantic ,Cass,Iowa,50022,06/02/2016 to 09/29/2016,Thu: 4:30 PM-6:30 PM;,,,,,,,-95.013901,41.404686,,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,7/14/2016 15:47
1011216,Project HOPE Farm Stand,,,,,,92 Conkey Avenue,Rochester,Monroe,New York,14621,07/08/2015 to 09/02/2015,Wed: 4:00 PM-7:00 PM;,,,,,,,-77.619331,43.17495,,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/8/2015 9:27
1018777,Prospect Area Farmer's Market,,,,,,12900 W. Hwy 42,Prospect ,Oldham,Kentucky,40059,05/01/2018 to 10/27/2018,Sat: 9:00 AM-12:30 PM;,,,,,,,-85.592491,38.369198,,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,7/27/2018 8:10
1004395,PROSSER FARMERS MARKET,http://www.prosserfarmersmarket.com,https://www.facebook.com/prosserfarmersmarket,,,,1329 SOMMERS AVE,PROSSER,Benton,Washington,99350,05/02/2015 to 10/31/2015,Sat: 8:00 AM-12:00 PM;,11/07/2015 to 04/16/2016,Sat: 9:00 AM-12:00 PM;,,,,,-119.7653,46.20446,,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,N,N,7/27/2015 12:47
1005919,Protivin Farmers Market,,,,,,Main Street,Protivin,Howard,Iowa,52163,,Wed: 2:30 PM-5:00 PM;,,,,,,,-92.090927,43.215717,Local government building grounds,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 11:28
1006783,Providence Downtown Farmers Market,http://www.farmfresh.org/food/farmersmarkets_details.php?market=13,,,,,2 Kennedy Plaza,Providence,Providence,Rhode Island,2903,07/11/2017 to 10/31/2017,Tue: 3:00 PM-6:00 PM;,,,,,,,-71.411781,41.825226,,Y,Y,Y,Y,Y,-,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/1/2017 10:31
1012446,Provincetown Farmers Market,,Provincetown Farmers Market,,,,260 Commericial Street ,Provincetown,Barnstable,Massachusetts,2657,05/14/2016 to 11/19/2016,Sat: 9:00 AM-3:00 PM;,,,,,,,-70.187622,42.051277,,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,N,7/11/2016 17:17
1002154,Provo's Farmers Market,http://www.provosfarmersmarket.blogspot.com,,,,,500 West 100 South,Provo,Utah,Utah,84601,,,,,,,,,-111.668,40.232498,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002500,Prudential Plaza (Chicago) Farmers Market,http://www.cityofchicago.org/specialevents,,,,,130 E Randolph St.,Chicago,Cook,Illinois,60601,,,,,,,,,-87.604599,41.800598,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001535,PS 11 Farm Market,http://www.ps11chelsea.org,,,,,320 West 21st Street,New York,New York,New York,10011,06/11/2014 to 11/12/2014,Wed: 8:00 AM-11:00 AM;,12/01/2012 to 05/31/2013,,,,,,-74.001175,40.744678,Educational institution,N,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,3/31/2014 15:54
1008141,Public Market at The Village at Meridian,http://adrianandsabine.com/events/,https://www.facebook.com/PublicMarketVillageAtMeridian,,,,3600 Fairview,Meridian ,Ada,Idaho,83646,06/15/2013 to 09/14/2013,Sat: 10:00 AM-2:00 PM;,,,,,,,-116.35309,43.622299,Private business parking lot,Y,N,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/14/2013 17:14
1000749,Public Market On The Willapa,,,,,,4th & Haven Street,Raymond,Pacific,Washington,98053,,,,,,,,,-123.718,46.6749,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1019286,"Public Market Palooza East Hampton, CT",,http://www.facebook.com/publicmarketpalooza,,,,265 W Main Street,East Hampton,Middlesex,Connecticut,6424,10/05/2018 to 11/30/2018,Fri: 2:00 PM-7:00 PM;,,,,,,,-72.494904,41.572605,,Y,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,9/27/2018 15:12
1003506,Pueblo Farmers' Marketeers,,,,,,4 St. & Midtown,Pueblo,Pueblo,Colorado,,,,,,,,,,-104.62,38.270401,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004792,Pueblo of Pojoaque Farmers' & Crafts Market,http://farmersmarketsnm.org/Shoppers/FindMarket/find.php,,,,http://pojoaquefarmersmarket.wordpress.com/,78 Cities of Gold,Pojoaque,Santa Fe,New Mexico,,05/28/2014 to 10/22/2014,Wed: 11:00 AM-5:00 PM;,,,,,,,-106.02073,35.88839,Local government building grounds,N,Y,N,Y,Y,-,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,5/20/2014 15:35
1018215,Pueblo of San Felipe Farmers' Market,,,,,,25 Hagen Road,San Felipe Pueblo ,Sandoval,New Mexico,87001,07/18/2018 to 10/31/2018,Wed: 4:00 PM-7:00 PM;,,,,,,,-106.40432,35.416275,,Y,Y,N,Y,N,-,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,7/27/2018 13:26
1005073,Puget Island Farmers Market,,www.facebook.com/pugetislandfarmersmarket,,,,59 W. Birnie Slough Road,Cathlamet,Wahkiakum,Washington,98612,05/01/2015 to 10/31/2015,Fri: 3:00 PM-6:00 PM;,,,,,,,-123.38396,46.181145,,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,3/27/2015 18:51
1009818,Pulaski County Farmer's Market,,https://www.facebook.com/PulaskiCountyMOFarmersMarket,,,,Waynesville Park - Corner of Pine and Benton in Downtown Waynesville,Waynesville,Pulaski,Missouri,65583,01/01/2014 to 12/31/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-92.201622,37.832821,Local government building grounds,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,4/6/2014 15:25
1001180,Pulaski Farmers Market,http://www.pulaskifarmersmarket.com,,,,,"South Park, center of village",Pulaski,Oswego,New York,13142,,,,,,,,,-78.829597,42.821602,Local government building grounds,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,6/23/2011 14:32
1018103,Pulaski The Marketplace,http://pulaskimarketplace.com,facebook.com/pulaskimarketplace,,,,20 SOUTH WASHINGTON,Pulaski,Pulaski,Virginia,24301,,Tue: 4:00 PM-8:00 PM;,05/15/2018 to 08/28/2018,Tue: 4:00 PM-8:00 PM;,,,,,-80.779289,37.045872,,Y,N,N,N,Y,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,6/20/2017 13:07
1009554,Pullman Farmers Market ,http://www.pullmanchamber.com/visit-pullman/things-to-do-in-pullman/farmers-market/,,,,,240 NE Kamiaken St,Pullman,,Washington,99163,,,,,,,,,-117.179,46.730701,,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013
1005563,Punta Gorda Downtown Farmers Market,http://www.icgov.org/farmersmarket,,,,,460 E. Washington St.,Iowa City,Johnson,Iowa,52240,,,,,,,,,-91.529045,41.660065,Local government building grounds,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,3/31/2014 16:38
1018302,Punta Gorda Farmers Market,http://puntagordafarmersmarket.com,,,,,209 taylor street,Punta Gorda ,Charlotte,Florida,33950,01/01/2017 to 12/31/2017,Sat: 8:00 AM-12:00 PM;,05/01/2017 to 09/30/2017,Sat: 8:00 AM-12:00 PM;,10/01/2017 to 04/28/2018,Sat: 8:00 AM-1:00 PM;,,,-82.050453,26.934507,,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,6/21/2017 12:55
1010327,Punta Gorda History Park Farmers Market,,https://www.facebook.com/pages/Punta-Gorda-History-Park-Farmers-Market/525497064138559,,,,501 Shreve St.  (between W. Virginia Ave. & Henry St.),Punta Gorda ,Charlotte,Florida,33950,06/01/2014 to 09/01/2014,Sun: 9:00 AM-1:00 PM;,10/01/2014 to 05/31/2015,Sun: 9:00 AM-2:00 PM;,,,,,-82.055931,26.925564,,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,6/23/2014 18:57
1019868,Purcellville Farmers' Market,https://www.purcellvillefarmersmarket.com/,https://www.facebook.com/PurcellvilleFarmersMarket/,,,https://www.instagram.com/purcellvillefarmersmarket/,717 E Main Street,Purcellville,Loudoun,Virginia,20132,04/04/2020 to 11/28/2020,Sat: 9:00 AM-1:00 PM;,12/05/2020 to ,Sat: 10:00 AM-1:00 PM;,,,,,-77.703842,39.136604,,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,5/20/2020 17:02
1001442,Purple Porch Co-op,http://www.purpleporchcoop.com,https://www.facebook.com/PurplePorchCoop,https://twitter.com/purpleporchcoop,www.youtube.com/watch?v=Vp0mLPeWe4M,,123 N. Hill St.,South Bend,St. Joseph,Indiana,46617,,Wed: 5:00 PM-7:00 PM;,06/06/2015 to 10/31/2015,Wed: 5:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,-86.242882,41.676762,,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,3/19/2015 11:57
1000932,Putnam County Farmers Market,,,,,,Robe Ann Park Shelter #2,Greencastle,Putnam,Indiana,46135,,,,,,,,,-86.866402,39.647301,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004357,Putnam County Farmers' Market,,,,,,"City park, north of 4-way stop on Hwy 5 in Unionville MO",Unionville,Putnam,Missouri,63565,,,,,,,,,-92.9776,40.474499,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1007765,Putnam Farmers Market,http://www.nectfaremrsmarket.org,,,,,18 Kennedy Drive,Putnam,Windham,Connecticut,6260,,,,,,,,,-71.921402,41.9277,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1011596,Putnam Farmers Market,http://putnamfarmersmarket.weebly.com,www.facebook.com/putnamfarmersmarket,,,,1 Valley Way,Hurricane,Putnam,West Virginia,25526,05/02/2015 to 10/31/2015,Tue: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,-81.995537,38.441891,,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/31/2015 15:16
1005129,Putney Farmers' Market - Indoor/Winter,http://www.putneyfarmersmarket.org,https://www.facebook.com/putneyfarmersmarket,,,,130 West Hill Rd,Putney,Windham,Vermont,5346,11/22/2015 to 12/20/2015,Sun: 11:00 AM-2:00 PM;,,,,,,,-72.541115,42.991215,,Y,N,N,N,Y,-,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,3/29/2015 15:29
1011084,Putney Farmers' Market - Outdoor/Summer,http://www.putneyfarmersmarket.org,www.facebook.com/putneyfarmersmarket,,,,Carol Brown Way and US Rt 5,Putney,Windham,Vermont,5346,05/24/2015 to 10/11/2015,Sun: 11:00 AM-2:00 PM;,,,,,,,-72.522736,42.967781,,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,4/25/2015 16:24
1003402,Puyallup Farmers' Market,http://www.puyallupmainstreet.com/farmersmarket,Puyallup Farmers Market,,,,300  S Meridian,Puyallup,Pierce,Washington,98371,04/21/2018 to 10/13/2018,Sat: 9:00 AM-2:00 PM;,,,,,,,-122.29449,47.188728,,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,7/26/2018 19:37
1018499,quakertown farmers market,http://itsfresherhere.com,quakertown farmers market,quakertown farmers market,quakertown farmers market,,201 station road,quakertown,Bucks,Pennsylvania,18951,,Fri: 9:00 AM-9:00 PM;Sat: 9:00 AM-9:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,-75.330757,40.43161,,Y,Y,Y,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,6/30/2017 16:36
1010311,Quantico Farmers Market,,,,,,3500 Russell Rd,Quantico ,Stafford,Virginia,22134,05/22/2014 to 09/04/2014,Thu: 12:00 PM-5:00 PM;,,,,,,,-77.34993,38.520336,Other,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/12/2014 9:10
1019477,Quapaw Farmers Market,,https://www.facebook.com/QuapawFarmersMarket/,,,,326 N Main St,Quapaw,Ottawa,Oklahoma,74363,05/17/2019 to 10/04/2019,Fri: 12:00 PM-6:00 PM;,,,,,,,-94.787415,36.955063,,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,4/18/2019 11:21
1004735,Quarry Farmers & Ranchers Market,http://www.quarryfarmersmarket.com,https://www.facebook.com/quarryfarmersmarket,https://twitter.com/quarryfm,,Instagram/quarryfarmersmarket,255 E Basse Road,San Antonio,Bexar,Texas,78209,01/06/2013 to 12/29/2013,Sun: 9:00 AM-1:00 PM;,,,,,,,-98.480972,29.494038,,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,3/14/2014 9:46
1010145,Queen Anne Farmers Market,http://www.qafma.net,https://www.facebook.com/QAFarmersMkt,https://twitter.com/@QAFarmersMkt,,,W Crockett Street and Queen Anne Ave N,Seattle ,King,Washington,98109,06/05/2014 to 10/16/2014,Thu: 3:00 PM-7:30 PM;,,,,,,,-122.3576,47.637173,Closed-off public street,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,5/14/2014 12:52
1005260,Queen Kapiolani Park (People's Open Market),http://www.honolulu.gov/parks/programs/pom,,,,,Monsarrat and Paki Streets,Honolulu,Honolulu,Hawaii,96822,01/01/2019 to 12/31/2019,Wed: 10:00 AM-11:00 AM;,,,,,,,-157.81638,21.268812,,Y,N,N,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,3/20/2019 16:50
1010982,Queens Botanical Garden's Down to Earth Farmers Market,http://www.downtoearthmarkets.com,https://www.facebook.com/DowntoEarthMarkets,https://twitter.com/DowntoEarthMkts,https://www.youtube.com/user/DowntoEarthMarkets,https://instagram.com/downtoearthmkts/,Dahlia Avenue at Main Street,Queens,Queens,New York,11355,06/17/2016 to 11/18/2016,Fri: 8:30 AM-4:00 PM;,,,,,,,-73.826431,40.751785,,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/29/2016 11:45
1003273,Queens Hospital Center Farmers Market,,,,,,82 164th Street,Jamaica,Queens,New York,11432,,,,,,,,,-73.799103,40.7089,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1007233,Queensbury Farmers Market,http://www.glensfallsfarmersmarket.com,https://www.facebook.com/GFFarmersMarket,,,,"Sweet Basil parking lot, Route9, Queensbury",Queensbury,Warren,New York,,05/26/2014 to ,Mon: 3:00 PM-6:00 PM;,,,,,,,-73.683083,43.342327,Private business parking lot,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/16/2014 8:48
1002169,Questa Farmers Market,,,,,,Questa Supermarket parking lot,Questa,,New Mexico,87556,,,,,,,,,-105.601,36.698002,,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
